,app_number,patent_number,blocked_app
2382,"09/507,851",6690723,10815335
2383,"09/507,851",6690723,10815335
2384,"09/507,851",6690723,10815335
2385,"09/507,851",6690723,10815335
2386,"11/221,265",7281066,12054988
2387,"11/221,265",7281066,12054988
2388,"10/631,430",7310379,12032454
2389,"10/631,430",7310379,12032454
2390,"10/631,430",7310379,12166883
2391,"10/631,430",7310379,12032454
2392,"10/631,430",7310379,12032454
2393,"12/639,575",7831267,13019327
2394,"11/068,055",8312142,13427553
2395,"09/759,842",7095707,11917719
2396,"10/292,786",7088988,13200487
2397,"10/292,786",7088988,12705075
2398,"11/537,118",7925293,13036793
2399,"09/440,260",7251820,12431891
2400,"09/440,260",7251820,12431891
2401,"09/440,260",7251820,12431891
2402,"09/738,131",6660423,12090624
2403,"09/738,131",6660423,12090624
2404,"09/738,131",6660423,12090624
2405,"09/738,131",6660423,12090624
2406,"09/738,131",6660423,12090624
2407,"09/738,131",6660423,12090624
2408,"09/738,131",6660423,12090624
2409,"09/738,131",6660423,12090624
2410,"09/738,131",6660423,12090624
2411,"09/738,131",6660423,12090624
2412,"09/738,131",6660423,12090624
2413,"11/193,207",7693110,12723383
2414,"10/093,768",6934568,11922920
2415,"10/304,650",6980816,12121571
2416,"11/078,937",7706443,12135430
2417,"10/301,290",6980596,11967227
2418,"10/301,290",6980596,11967227
2419,"10/301,290",6980596,12801289
2420,"11/458,454",7702289,11944624
2421,"11/458,454",7702289,13336263
2422,"11/458,454",7702289,13336263
2423,"08/734,681",5982445,12347722
2424,"08/734,681",5982445,12360358
2425,"08/734,681",5982445,13419380
2426,"08/734,681",5982445,13443787
2427,"08/734,681",5982445,13419380
2428,"08/734,681",5982445,13193233
2429,"09/144,414",6757548,11637746
2430,"09/144,414",6757548,11637746
2431,"11/455,373",7603092,12127489
2432,"09/769,122",7551931,11621442
2433,"09/769,122",7551931,11419640
2434,"09/721,825",6636751,12649164
2435,"09/626,466",6606359,10977000
2436,"10/125,699",6996779,12462293
2437,"09/591,648",6665549,11232912
2438,"09/591,648",6665549,11232912
2439,"09/591,648",6665549,11232912
2440,"09/591,648",6665549,11232912
2441,"09/591,648",6665549,11232912
2442,"08/995,625",6069886,11207467
2443,"08/995,625",6069886,11207467
2444,"08/995,625",6069886,11207467
2445,"08/995,625",6069886,11207467
2446,"11/851,086",7974536,12935622
2447,"08/800,877",5949795,12712364
2448,"11/028,873",7529379,12067305
2449,"11/028,873",7529379,12067305
2450,"11/028,873",7529379,12067305
2451,"11/016,181",7342939,11858860
2452,"08/957,511",5974184,13019090
2453,"08/965,301",6078793,11860819
2454,"09/575,272",6701160,11357164
2455,"09/575,272",6701160,11357164
2456,"09/182,576",6563868,11871224
2457,"09/182,576",6563868,11871224
2458,"09/182,576",6563868,12062550
2459,"09/182,576",6563868,12062550
2460,"09/182,576",6563868,11871189
2461,"09/182,576",6563868,11871189
2462,"09/182,576",6563868,11871174
2463,"09/182,576",6563868,11871208
2464,"09/182,576",6563868,11871208
2465,"09/182,576",6563868,11871208
2466,"09/182,576",6563868,11871208
2467,"09/182,576",6563868,11777337
2468,"09/182,576",6563868,11777337
2469,"09/182,576",6563868,11777337
2470,"09/182,576",6563868,11777337
2471,"09/182,576",6563868,11871180
2472,"11/855,637",7853857,12952305
2473,"11/855,637",7853857,13310817
2474,"11/855,637",7853857,13310817
2475,"09/534,384",6308079,12699205
2476,"09/534,384",6308079,12699205
2477,"09/583,380",6259744,12196385
2478,"09/583,380",6259744,11843100
2479,"09/583,380",6259744,11843100
2480,"09/583,380",6259744,11843100
2481,"09/583,380",6259744,11843100
2482,"09/583,380",6259744,12196385
2483,"09/583,380",6259744,12196385
2484,"10/376,999",6952574,12915215
2485,"09/933,365",6956893,12707507
2486,"09/933,365",6956893,12707507
2487,"09/933,365",6956893,12707507
2488,"09/667,734",6724825,12474352
2489,"09/667,734",6724825,12474352
2490,"09/667,734",6724825,11444452
2491,"09/667,734",6724825,11444452
2492,"08/754,453",5952942,12938385
2493,"08/754,453",5952942,13541584
2494,"09/016,168",6091962,12056905
2495,"10/092,347",7243366,10533583
2496,"10/092,347",7243366,10533583
2497,"09/603,426",6308294,11661006
2498,"09/603,426",6308294,11851147
2499,"09/603,426",6308294,11851147
2500,"10/034,890",7380022,11262611
2501,"10/402,433",6904023,10980044
2502,"10/402,433",6904023,10980044
2503,"10/402,433",6904023,10980044
2504,"10/402,433",6904023,10980044
2505,"10/402,433",6904023,10980044
2506,"09/448,906",6385179,11986919
2507,"09/448,906",6385179,11986919
2508,"09/448,906",6385179,11986919
2509,"09/448,906",6385179,11986919
2510,"09/448,906",6385179,11490009
2511,"09/448,906",6385179,11490009
2512,"10/264,185",6670897,12346265
2513,"10/264,185",6670897,12346265
2514,"10/264,185",6670897,12346265
2515,"10/264,185",6670897,11888272
2516,"10/264,185",6670897,11888272
2517,"11/351,306",7983143,13052777
2518,"09/631,328",6810525,11960496
2519,"09/631,328",6810525,11960496
2520,"09/631,328",6810525,11960496
2521,"09/631,328",6810525,11960496
2522,"10/100,640",6801159,12451634
2523,"10/100,640",6801159,12451634
2524,"10/100,640",6801159,12558862
2525,"10/100,640",6801159,12558862
2526,"10/100,640",6801159,12939663
2527,"10/748,881",7212111,12162714
2528,"10/748,881",7212111,12162714
2529,"10/748,881",7212111,12162714
2530,"10/748,881",7212111,12162714
2531,"10/748,881",7212111,12162714
2532,"10/748,881",7212111,12162714
2533,"10/748,881",7212111,12162714
2534,"12/137,839",8175530,13054679
2535,"11/697,071",7920795,12138977
2536,"11/581,628",7746836,12211607
2537,"11/581,628",7746836,12211607
2538,"11/581,628",7746836,12211607
2539,"11/581,628",7746836,12426429
2540,"11/581,628",7746836,12426429
2541,"11/581,628",7746836,12426429
2542,"11/581,628",7746836,12426429
2543,"10/197,783",6882971,11735674
2544,"10/085,990",6807529,10870517
2545,"10/085,990",6807529,11734445
2546,"10/085,990",6807529,11130203
2547,"10/085,990",6807529,11130203
2548,"08/929,608",5940799,12101482
2549,"08/929,608",5940799,13227219
2550,"08/929,608",5940799,13227219
2551,"12/540,393",8090342,13503717
2552,"12/540,393",8090342,13503717
2553,"12/540,393",8090342,13503717
2554,"12/540,393",8090342,13503717
2555,"12/540,393",8090342,13503717
2556,"09/930,049",6757544,13341572
2557,"09/930,049",6757544,13341572
2558,"11/874,210",7551372,12630009
2559,"10/980,111",7302468,11892137
2560,"09/821,975",6735435,11279836
2561,"09/571,577",7006616,11946574
2562,"09/571,577",7006616,11831892
2563,"09/571,577",7006616,11864146
2564,"09/571,577",7006616,12540227
2565,"09/571,577",7006616,12029439
2566,"09/571,577",7006616,12029439
2567,"09/571,577",7006616,11946574
2568,"09/571,577",7006616,12029439
2569,"09/571,577",7006616,12029439
2570,"11/680,067",8204036,13024124
2571,"09/664,179",6836806,11639855
2572,"09/664,179",6836806,11639855
2573,"09/597,609",6615036,11781962
2574,"09/597,609",6615036,11781962
2575,"12/405,952",8537724,12855331
2576,"12/405,952",8537724,12855331
2577,"12/405,952",8537724,12855331
2578,"09/802,421",7310809,11337038
2579,"10/158,451",6829502,11845583
2580,"10/158,451",6829502,11845583
2581,"09/775,951",6633839,11970537
2582,"09/775,951",6633839,11832957
2583,"09/775,951",6633839,11832957
2584,"09/775,951",6633839,11832957
2585,"09/443,855",6434159,13524783
2586,"08/868,329",5904740,11647415
2587,"08/868,329",5904740,11647415
2588,"08/868,329",5904740,11647415
2589,"08/868,329",5904740,11647415
2590,"08/656,823",5956626,12367078
2591,"08/656,823",5956626,12367078
2592,"08/678,432",5799256,12156572
2593,"08/678,432",5799256,11771235
2594,"08/678,432",5799256,11771235
2595,"08/678,432",5799256,11618140
2596,"09/703,775",6934275,12665371
2597,"10/603,715",6967576,12719483
2598,"08/672,710",5757229,12603419
2599,"08/672,710",5757229,13123944
2600,"10/310,329",6931251,14070086
2601,"09/425,923",6327300,11480705
2602,"08/573,227",5612956,12564322
2603,"08/573,227",5612956,12564322
2604,"08/573,227",5612956,12830721
2605,"08/573,227",5612956,12830721
2606,"08/573,227",5612956,12830721
2607,"09/716,154",6980561,11856735
2608,"09/716,154",6980561,11856735
2609,"09/716,154",6980561,11856735
2610,"08/732,957",6275611,10492169
2611,"08/732,957",6275611,10492169
2612,"08/864,518",6138032,12050584
2613,"08/864,518",6138032,12050584
2614,"12/489,782",7962181,13251657
2615,"12/489,782",7962181,13251657
2616,"12/489,782",7962181,13251657
2617,"12/489,782",7962181,13251657
2618,"12/489,782",7962181,13251657
2619,"09/300,419",6311306,12419559
2620,"09/300,419",6311306,11663552
2621,"09/300,419",6311306,10581667
2622,"09/300,419",6311306,10581667
2623,"09/300,419",6311306,12419559
2624,"09/300,419",6311306,11663552
2625,"09/300,419",6311306,13845973
2626,"11/672,275",7848438,12425486
2627,"11/672,275",7848438,11971872
2628,"11/672,275",7848438,11971872
2629,"11/672,275",7848438,11971872
2630,"11/672,275",7848438,11971872
2631,"10/424,384",7072688,11859614
2632,"09/886,642",7024216,13182367
2633,"09/886,642",7024216,13182367
2634,"11/617,358",7822973,13227549
2635,"11/617,358",7822973,13224030
2636,"11/617,358",7822973,13224030
2637,"11/617,358",7822973,13224030
2638,"11/617,358",7822973,13224030
2639,"11/617,358",7822973,13224020
2640,"10/890,006",7106874,12938456
2641,"10/890,006",7106874,11634831
2642,"10/890,006",7106874,12938456
2643,"10/890,006",7106874,13562527
2644,"10/650,287",6940407,12360153
2645,"10/650,287",6940407,12360153
2646,"10/650,287",6940407,12360153
2647,"10/650,287",6940407,13240573
2648,"10/650,287",6940407,13240573
2649,"10/650,287",6940407,12186575
2650,"10/650,287",6940407,12186575
2651,"10/452,753",8253624,13052946
2652,"10/206,503",6992580,12384430
2653,"10/206,503",6992580,13303054
2654,"10/206,503",6992580,13005683
2655,"10/206,503",6992580,13005683
2656,"10/206,503",6992580,13014350
2657,"10/206,503",6992580,13409220
2658,"10/206,503",6992580,13409220
2659,"10/206,503",6992580,13409220
2660,"10/206,503",6992580,13433861
2661,"09/379,673",6560215,12192361
2662,"10/610,284",6885242,12430753
2663,"09/705,850",6678523,11355700
2664,"09/705,850",6678523,12064578
2665,"09/705,850",6678523,10945355
2666,"09/705,850",6678523,13236133
2667,"09/705,850",6678523,12323864
2668,"09/705,850",6678523,12323864
2669,"10/661,760",7107018,11849133
2670,"09/667,892",7039048,11728378
2671,"09/667,892",7039048,11726137
2672,"09/667,892",7039048,11726137
2673,"09/667,892",7039048,11967421
2674,"10/463,783",7046988,11776845
2675,"08/995,799",6378073,12154788
2676,"09/804,857",6940861,12100498
2677,"09/804,857",6940861,12100498
2678,"08/722,468",5751378,12553069
2679,"08/722,468",5751378,12553069
2680,"09/526,100",7313811,12098044
2681,"09/526,100",7313811,12098044
2682,"09/526,100",7313811,12098044
2683,"09/526,100",7313811,12098044
2684,"09/526,100",7313811,10201537
2685,"09/526,100",7313811,12098044
2686,"09/928,129",6636745,11856426
2687,"10/626,333",6917182,12097472
2688,"10/626,333",6917182,12097472
2689,"10/626,333",6917182,12788753
2690,"11/150,953",7643832,11835569
2691,"11/150,953",7643832,11835569
2692,"11/150,953",7643832,12451204
2693,"10/818,658",7590996,11250086
2694,"11/143,428",8010985,12187609
2695,"10/144,406",7257430,11754257
2696,"10/144,406",7257430,11754257
2697,"10/144,406",7257430,12852586
2698,"09/255,181",6298224,13017155
2699,"09/032,885",6094429,12746271
2700,"09/032,885",6094429,12746271
2701,"09/032,885",6094429,12746271
2702,"08/963,800",5933062,12492271
2703,"08/963,800",5933062,12700876
2704,"08/963,800",5933062,12700876
2705,"08/963,800",5933062,12950908
2706,"08/963,800",5933062,12917738
2707,"11/109,915",7305649,12040751
2708,"11/109,915",7305649,13023275
2709,"11/109,915",7305649,13023275
2710,"11/109,915",7305649,13023275
2711,"11/109,915",7305649,13023275
2712,"09/438,204",6313787,13407310
2713,"08/824,497",6011800,12161396
2714,"08/824,497",6011800,12161396
2715,"08/824,497",6011800,12161396
2716,"08/824,497",6011800,12161396
2717,"10/360,296",7190947,12620958
2718,"08/897,847",6005980,12150204
2719,"08/897,847",6005980,11943716
2720,"08/897,847",6005980,11943716
2721,"08/897,847",6005980,11943716
2722,"08/897,847",6005980,11943716
2723,"08/897,847",6005980,11943716
2724,"08/897,847",6005980,11943716
2725,"08/897,847",6005980,12076624
2726,"08/897,847",6005980,11926816
2727,"09/252,172",6285899,11574346
2728,"09/816,512",6605454,12448800
2729,"09/816,512",6605454,11793428
2730,"09/816,512",6605454,11793428
2731,"09/104,634",6282183,11832574
2732,"09/104,634",6282183,11832574
2733,"09/104,634",6282183,13213581
2734,"11/864,010",7877123,12943368
2735,"11/864,010",7877123,12943368
2736,"11/864,010",7877123,12907812
2737,"11/864,010",7877123,12907812
2738,"09/549,366",6224393,12906470
2739,"09/549,366",6224393,12906470
2740,"09/544,228",7446434,12745275
2741,"10/318,486",7450722,11819604
2742,"08/841,955",6026126,13490371
2743,"09/666,902",7039115,11365286
2744,"09/666,902",7039115,11365286
2745,"09/666,902",7039115,11365286
2746,"09/504,135",7509148,11361157
2747,"09/504,135",7509148,12327315
2748,"10/431,560",7414989,10563928
2749,"10/431,560",7414989,12095848
2750,"10/431,560",7414989,12095848
2751,"10/431,560",7414989,12095848
2752,"10/431,560",7414989,12095848
2753,"10/431,560",7414989,12095848
2754,"10/431,560",7414989,12095848
2755,"10/431,560",7414989,10563928
2756,"10/431,560",7414989,11554679
2757,"10/431,560",7414989,11554679
2758,"10/431,560",7414989,10563928
2759,"09/060,686",6101531,11926283
2760,"08/562,611",5703877,11535406
2761,"08/562,611",5703877,11535406
2762,"10/660,393",6925064,11051354
2763,"10/660,393",6925064,12044132
2764,"10/660,393",6925064,11051354
2765,"10/660,393",6925064,12044132
2766,"10/660,393",6925064,12044132
2767,"10/660,393",6925064,12044132
2768,"10/660,393",6925064,12044132
2769,"10/660,393",6925064,13438884
2770,"11/692,400",8102802,12536958
2771,"11/692,400",8102802,12536958
2772,"11/692,400",8102802,13330814
2773,"11/692,400",8102802,12538535
2774,"11/692,400",8102802,12538535
2775,"11/692,400",8102802,12538535
2776,"11/692,400",8102802,12538535
2777,"11/692,400",8102802,12538535
2778,"11/692,400",8102802,12538535
2779,"11/692,400",8102802,12538535
2780,"11/692,400",8102802,12538535
2781,"09/708,325",6542483,11857416
2782,"11/004,262",7773535,12451204
2783,"11/004,262",7773535,12338573
2784,"11/004,262",7773535,12338573
2785,"11/004,262",7773535,12338573
2786,"11/004,262",7773535,12338573
2787,"11/004,262",7773535,12338573
2788,"11/004,262",7773535,12338573
2789,"12/489,798",8320267,12920958
2790,"08/615,371",6202088,11990294
2791,"08/615,371",6202088,11990294
2792,"08/615,371",6202088,12732344
2793,"11/257,230",8275003,13891234
2794,"09/347,082",6628711,11765381
2795,"09/347,082",6628711,10462090
2796,"09/347,082",6628711,12390203
2797,"09/347,082",6628711,11675715
2798,"09/347,082",6628711,11675715
2799,"09/347,082",6628711,12063677
2800,"09/347,082",6628711,10462090
2801,"09/579,984",6385462,13172229
2802,"09/579,984",6385462,13172229
2803,"09/579,984",6385462,13027030
2804,"10/737,065",7167710,12426181
2805,"09/114,508",6408176,12434696
2806,"10/609,939",7200190,12705548
2807,"10/609,939",7200190,12705548
2808,"10/609,939",7200190,12705548
2809,"10/609,939",7200190,12705548
2810,"08/893,332",6157632,13227853
2811,"08/893,332",6157632,13227853
2812,"11/967,519",8055211,12896414
2813,"11/028,870",7489913,12248660
2814,"11/028,870",7489913,12248660
2815,"11/028,870",7489913,12248660
2816,"11/028,870",7489913,12248660
2817,"11/028,870",7489913,12248660
2818,"11/028,870",7489913,12248660
2819,"08/734,629",5917830,10854774
2820,"08/734,629",5917830,10854774
2821,"08/734,629",5917830,11658101
2822,"08/734,629",5917830,12054010
2823,"08/734,629",5917830,12054010
2824,"08/734,629",5917830,11123780
2825,"08/734,629",5917830,11123780
2826,"08/734,629",5917830,11123780
2827,"08/734,629",5917830,11123780
2828,"08/734,629",5917830,11475224
2829,"08/734,629",5917830,11658101
2830,"08/734,629",5917830,12174738
2831,"09/360,585",6295606,10467698
2832,"09/360,585",6295606,11523773
2833,"09/360,585",6295606,11155569
2834,"09/360,585",6295606,10467698
2835,"09/360,585",6295606,11155569
2836,"09/360,585",6295606,11523773
2837,"09/360,585",6295606,12715558
2838,"09/360,585",6295606,12722887
2839,"11/433,278",7809282,12723857
2840,"10/640,856",6927432,13051036
2841,"10/600,487",7088220,12057950
2842,"10/600,487",7088220,12057950
2843,"10/600,487",7088220,11870309
2844,"10/600,487",7088220,12041193
2845,"10/600,487",7088220,12057950
2846,"10/600,487",7088220,12058083
2847,"10/600,487",7088220,12892489
2848,"10/600,487",7088220,12892489
2849,"10/600,487",7088220,12892489
2850,"10/600,487",7088220,12892489
2851,"09/244,145",6216015,12394145
2852,"09/244,145",6216015,12394145
2853,"08/954,653",5931513,12484313
2854,"11/695,951",7786901,11944708
2855,"11/274,653",7307523,12048403
2856,"11/274,653",7307523,12765573
2857,"11/274,653",7307523,12765573
2858,"11/317,157",7747004,11652068
2859,"11/317,157",7747004,11652068
2860,"09/774,893",7003045,12728359
2861,"09/212,672",6148206,11666997
2862,"09/212,672",6148206,11666997
2863,"09/212,672",6148206,11666997
2864,"09/212,672",6148206,11666997
2865,"09/175,050",6154485,10596613
2866,"09/175,050",6154485,10596613
2867,"09/175,050",6154485,10596613
2868,"10/683,760",7050773,11534393
2869,"09/071,732",6505055,12924706
2870,"10/366,860",7269152,11592746
2871,"09/676,309",6542753,11349650
2872,"09/711,105",6826388,11376502
2873,"09/711,105",6826388,11376502
2874,"09/711,105",6826388,11376502
2875,"09/711,105",6826388,11376502
2876,"09/711,105",6826388,11376502
2877,"09/711,105",6826388,11376502
2878,"09/711,105",6826388,11376502
2879,"09/711,105",6826388,11376502
2880,"10/200,846",6839542,11350519
2881,"10/200,846",6839542,11350519
2882,"10/200,846",6839542,11350519
2883,"10/200,846",6839542,11350519
2884,"11/613,354",7477196,11847152
2885,"10/651,576",6985138,11940546
2886,"09/543,277",6490256,11272452
2887,"09/543,277",6490256,11272452
2888,"09/543,277",6490256,11272452
2889,"09/543,277",6490256,11272452
2890,"09/543,277",6490256,11272452
2891,"10/368,709",6993296,12382525
2892,"10/368,709",6993296,12382525
2893,"11/013,865",7660431,12860560
2894,"10/518,140",7430174,10593707
2895,"10/518,140",7430174,10593707
2896,"09/938,046",6982752,12059733
2897,"09/938,046",6982752,12059733
2898,"10/001,495",7206044,13204210
2899,"09/243,677",6167235,12951974
2900,"09/243,677",6167235,12951974
2901,"11/026,785",7676362,12302071
2902,"11/420,359",7757148,12700508
2903,"11/957,790",7796083,12946813
2904,"09/903,175",7218666,12161356
2905,"09/903,175",7218666,12161356
2906,"10/334,100",7212789,12697986
2907,"10/334,100",7212789,12302829
2908,"10/334,100",7212789,12302829
2909,"10/334,100",7212789,12302829
2910,"10/334,100",7212789,12302829
2911,"10/334,100",7212789,12302829
2912,"10/334,100",7212789,12917149
2913,"09/185,899",6341222,11766876
2914,"09/185,899",6341222,11766876
2915,"09/185,899",6341222,11766876
2916,"08/758,019",5867140,12020778
2917,"08/758,019",5867140,12020778
2918,"08/758,019",5867140,12980823
2919,"09/812,994",6975621,11256345
2920,"09/812,994",6975621,11256345
2921,"09/812,994",6975621,11256345
2922,"10/403,792",6988064,12042018
2923,"08/848,853",5800937,11517089
2924,"08/848,853",5800937,11517089
2925,"08/848,853",5800937,11517089
2926,"08/848,853",5800937,11517089
2927,"08/848,853",5800937,11517089
2928,"08/848,853",5800937,11517089
2929,"08/848,853",5800937,11517089
2930,"08/704,042",5892769,12065646
2931,"08/704,042",5892769,12065646
2932,"10/431,249",6993342,12090637
2933,"10/431,249",6993342,12090637
2934,"08/564,460",5940452,11555656
2935,"09/902,327",6901603,10174384
2936,"09/902,327",6901603,10174384
2937,"09/902,327",6901603,10892533
2938,"09/902,327",6901603,10892533
2939,"09/799,436",6344727,12908495
2940,"10/568,140",7493087,12822026
2941,"09/867,015",6699611,13206845
2942,"10/284,745",6758303,11828804
2943,"10/284,745",6758303,11965077
2944,"10/284,745",6758303,11828804
2945,"10/284,745",6758303,12459346
2946,"10/284,745",6758303,12459346
2947,"08/564,763",6023615,12094865
2948,"10/179,076",7243134,12847659
2949,"10/179,076",7243134,12847659
2950,"10/179,076",7243134,12847659
2951,"10/179,076",7243134,12847659
2952,"10/179,076",7243134,12847659
2953,"10/179,076",7243134,12847659
2954,"09/896,997",6765882,13045268
2955,"10/632,660",7315967,11298250
2956,"10/373,020",7103337,12726323
2957,"10/696,042",7684813,12178401
2958,"10/696,042",7684813,12178401
2959,"10/696,042",7684813,12178401
2960,"08/923,190",6173005,12121826
2961,"08/923,190",6173005,12708135
2962,"08/923,190",6173005,12708135
2963,"08/923,190",6173005,12121826
2964,"08/923,190",6173005,11748433
2965,"11/095,910",7262724,12678128
2966,"09/078,794",5933330,11849175
2967,"09/078,794",5933330,11947436
2968,"08/807,509",5912878,12517749
2969,"08/807,509",5912878,11154817
2970,"08/807,509",5912878,11154817
2971,"08/807,509",5912878,11154817
2972,"08/807,509",5912878,11154817
2973,"09/273,236",6356708,12501975
2974,"09/273,236",6356708,12501975
2975,"09/273,236",6356708,12501975
2976,"09/273,236",6356708,12501975
2977,"08/900,588",6117585,12929998
2978,"08/900,588",6117585,12929998
2979,"09/235,952",6321197,12400488
2980,"10/955,395",7102577,12009049
2981,"09/152,645",6426983,12601958
2982,"09/152,645",6426983,12601958
2983,"09/152,645",6426983,12601958
2984,"09/152,645",6426983,12650410
2985,"09/152,645",6426983,12473899
2986,"09/152,645",6426983,12473899
2987,"09/152,645",6426983,12473899
2988,"09/152,645",6426983,13551440
2989,"09/152,645",6426983,13551440
2990,"09/152,645",6426983,12473899
2991,"09/152,645",6426983,12473899
2992,"09/152,645",6426983,13551442
2993,"09/152,645",6426983,13551442
2994,"09/152,645",6426983,11971017
2995,"09/152,645",6426983,11971017
2996,"09/152,645",6426983,13551440
2997,"09/152,645",6426983,13551440
2998,"09/152,645",6426983,13551440
2999,"09/152,645",6426983,13551442
3000,"09/152,645",6426983,13551442
3001,"09/152,645",6426983,13551442
3002,"09/152,645",6426983,13551442
3003,"09/152,645",6426983,13551442
3004,"09/152,645",6426983,12473899
3005,"09/152,645",6426983,12473899
3006,"10/042,897",6799038,12940988
3007,"10/042,897",6799038,13214993
3008,"10/042,897",6799038,13203731
3009,"08/561,010",5966120,11618245
3010,"08/561,010",5966120,11618245
3011,"08/561,010",5966120,11618245
3012,"08/561,010",5966120,11618245
3013,"08/561,010",5966120,11618245
3014,"08/561,010",5966120,11618245
3015,"08/561,010",5966120,11618245
3016,"08/561,010",5966120,12221975
3017,"08/561,010",5966120,12221975
3018,"08/561,010",5966120,12221975
3019,"08/561,010",5966120,12221975
3020,"08/561,010",5966120,12221975
3021,"08/561,010",5966120,12221975
3022,"08/561,010",5966120,12221975
3023,"08/561,010",5966120,12221975
3024,"08/561,010",5966120,12221975
3025,"08/561,010",5966120,12221975
3026,"08/561,010",5966120,12221975
3027,"08/561,010",5966120,12221975
3028,"08/561,010",5966120,12221975
3029,"08/561,010",5966120,12221975
3030,"08/561,010",5966120,12221975
3031,"08/561,010",5966120,12221975
3032,"08/561,010",5966120,12221975
3033,"08/827,014",6137802,10529620
3034,"08/827,014",6137802,12346180
3035,"08/827,014",6137802,12346180
3036,"11/427,520",7778652,12186589
3037,"11/427,520",7778652,12186575
3038,"09/088,526",6072250,13008405
3039,"09/088,526",6072250,12801556
3040,"09/088,526",6072250,12801556
3041,"09/088,526",6072250,13014453
3042,"09/629,033",6466938,12724206
3043,"09/629,033",6466938,12724206
3044,"09/629,033",6466938,12724206
3045,"09/629,033",6466938,12724206
3046,"09/629,033",6466938,12724206
3047,"09/629,033",6466938,12724206
3048,"09/629,033",6466938,12724206
3049,"09/629,033",6466938,12724206
3050,"09/629,033",6466938,12724206
3051,"10/806,581",7176980,11676150
3052,"10/806,581",7176980,11676150
3053,"10/806,581",7176980,12452589
3054,"09/038,918",6177881,13027086
3055,"09/087,165",6137994,11946197
3056,"09/087,165",6137994,11946197
3057,"09/111,941",6480096,11865308
3058,"09/111,941",6480096,11865308
3059,"09/111,941",6480096,11819832
3060,"09/111,941",6480096,11865308
3061,"09/111,941",6480096,11819832
3062,"09/111,941",6480096,11865308
3063,"11/468,974",7542422,12189389
3064,"11/468,974",7542422,12189389
3065,"11/468,974",7542422,12600084
3066,"10/255,340",6782251,12348287
3067,"10/255,340",6782251,12348287
3068,"10/255,340",6782251,12060865
3069,"10/255,340",6782251,12060865
3070,"10/255,340",6782251,12060867
3071,"09/578,433",6584301,11871448
3072,"09/578,433",6584301,12720401
3073,"09/545,125",6768908,11486650
3074,"09/932,850",7020394,12699927
3075,"09/932,850",7020394,12699927
3076,"09/932,850",7020394,12699927
3077,"09/932,850",7020394,12699927
3078,"09/932,850",7020394,12699927
3079,"09/932,850",7020394,12699927
3080,"09/599,355",7181223,12948267
3081,"09/599,355",7181223,12164121
3082,"08/616,797",5778030,12477587
3083,"11/387,750",7839927,12912961
3084,"09/087,889",6106969,11296495
3085,"09/087,889",6106969,11296495
3086,"09/087,889",6106969,11296495
3087,"09/087,889",6106969,11296495
3088,"09/087,889",6106969,11296495
3089,"09/087,889",6106969,11296495
3090,"08/707,543",5828295,13373179
3091,"12/344,760",8030914,12853715
3092,"08/728,731",5855003,11929301
3093,"09/591,682",7089344,11962658
3094,"12/032,258",8015005,12817233
3095,"12/032,258",8015005,12817233
3096,"10/411,063",7231516,11931546
3097,"10/411,063",7231516,11691730
3098,"10/411,063",7231516,11691730
3099,"10/411,063",7231516,11931546
3100,"10/411,063",7231516,11150416
3101,"10/411,063",7231516,11496459
3102,"11/616,111",7996019,13028020
3103,"11/756,034",7944981,13031744
3104,"11/756,034",7944981,13031744
3105,"11/756,034",7944981,13031744
3106,"12/726,747",8017864,13326621
3107,"11/682,947",7873010,12745803
3108,"09/590,594",7054386,11739189
3109,"09/590,594",7054386,11739189
3110,"09/590,594",7054386,11739189
3111,"09/590,594",7054386,11739189
3112,"09/590,594",7054386,11739189
3113,"09/590,594",7054386,12096119
3114,"08/949,111",6061449,11785281
3115,"08/949,111",6061449,12262092
3116,"08/949,111",6061449,11785281
3117,"08/949,111",6061449,12262092
3118,"08/949,111",6061449,11785281
3119,"08/949,111",6061449,12837271
3120,"08/949,111",6061449,13053075
3121,"08/949,111",6061449,12837271
3122,"08/949,111",6061449,13237317
3123,"08/949,111",6061449,12262092
3124,"08/949,111",6061449,12262092
3125,"08/949,111",6061449,12262092
3126,"08/949,111",6061449,12262092
3127,"09/503,021",6304581,11562120
3128,"09/503,021",6304581,11562120
3129,"09/503,021",6304581,11562120
3130,"10/945,692",7242722,12746750
3131,"09/671,941",6996547,11633453
3132,"08/706,751",5945948,12482877
3133,"08/706,751",5945948,11559999
3134,"08/706,751",5945948,11559999
3135,"08/706,751",5945948,12851500
3136,"08/706,751",5945948,12851500
3137,"08/706,751",5945948,12851500
3138,"08/706,751",5945948,12851500
3139,"08/940,300",5872777,12208028
3140,"08/940,300",5872777,12208028
3141,"08/940,300",5872777,12208028
3142,"08/940,300",5872777,12208028
3143,"08/940,300",5872777,12526332
3144,"08/940,300",5872777,12526332
3145,"08/940,300",5872777,12208028
3146,"08/940,300",5872777,12208028
3147,"08/940,300",5872777,12392765
3148,"08/940,300",5872777,12208028
3149,"08/940,300",5872777,12208028
3150,"08/940,300",5872777,12208028
3151,"08/940,300",5872777,12208028
3152,"08/940,300",5872777,12208028
3153,"08/940,300",5872777,12208028
3154,"08/940,300",5872777,12208028
3155,"08/940,300",5872777,12208028
3156,"08/940,300",5872777,12208028
3157,"08/940,300",5872777,12208028
